v362_id;region;cadena_productiva;tipo_empresa;tecnologias;nivel_adopcion;color_tecnologias
86;RM;Servicios creativos;Empresa;vfx_visual_effects;EARLY ADOPTER;#546c74
87;RM;Experiencias creativas;Profesional indep.;creacion_de_entornos_virtuales;LENTO ADOPTANTE;#62cca5
87;RM;Experiencias creativas;Profesional indep.;inteligencia_artificial_ia;EARLY ADOPTER;#9a7cbb
87;RM;Experiencias creativas;Profesional indep.;mocap_motion_capture;LENTO ADOPTANTE;#737daa
87;RM;Experiencias creativas;Profesional indep.;Otros;LENTO ADOPTANTE;#a5a29a
87;RM;Experiencias creativas;Profesional indep.;realidad_aumentada_ar;EARLY ADOPTER;#e4e2d4
87;RM;Experiencias creativas;Profesional indep.;software_de_3d;LENTO ADOPTANTE;#b7b7af
87;RM;Experiencias creativas;Profesional indep.;vfx_visual_effects;LENTO ADOPTANTE;#546c74
88;RM;Contenidos creativos;Empresa;creacion_de_entornos_virtuales;EARLY ADOPTER;#62cca5
88;RM;Contenidos creativos;Empresa;realidad_virtual_vr;EARLY ADOPTER;#544c7c
88;RM;Contenidos creativos;Empresa;software_especializado;EARLY ADOPTER;#96a5c3
89;RM;Experiencias creativas;Empresa;Otros;INNOVADOR;#a5a29a
89;RM;Experiencias creativas;Empresa;impresion_3d;EARLY ADOPTER;#705abb
89;RM;Experiencias creativas;Empresa;inteligencia_artificial_ia;EARLY ADOPTER;#9a7cbb
89;RM;Experiencias creativas;Empresa;Otros;EARLY ADOPTER;#a5a29a
89;RM;Experiencias creativas;Empresa;Otros;INNOVADOR;#a5a29a
89;RM;Experiencias creativas;Empresa;sonido_inmersivo;INNOVADOR;#070708
90;RM;Experiencias creativas;Profesional indep.;software_especializado;LENTO ADOPTANTE;#96a5c3
90;RM;Experiencias creativas;Profesional indep.;vfx_visual_effects;LENTO ADOPTANTE;#546c74
93;RM;Experiencias creativas;Profesional indep.;creacion_de_entornos_virtuales;EARLY ADOPTER;#62cca5
93;RM;Experiencias creativas;Profesional indep.;impresion_3d;EARLY ADOPTER;#705abb
93;RM;Experiencias creativas;Profesional indep.;realidad_virtual_vr;INNOVADOR;#544c7c
93;RM;Experiencias creativas;Profesional indep.;software_de_3d;LENTO ADOPTANTE;#b7b7af
93;RM;Experiencias creativas;Profesional indep.;sonido_inmersivo;LENTO ADOPTANTE;#070708
94;RM;Servicios creativos;Profesional indep.;creacion_de_entornos_virtuales;INNOVADOR;#62cca5
94;RM;Servicios creativos;Profesional indep.;inteligencia_artificial_ia;INNOVADOR;#9a7cbb
96;RM;Experiencias creativas;Empresa;impresion_3d;INNOVADOR;#705abb
96;RM;Experiencias creativas;Empresa;inteligencia_artificial_ia;EARLY ADOPTER;#9a7cbb
96;RM;Experiencias creativas;Empresa;realidad_virtual_vr;INNOVADOR;#544c7c
96;RM;Experiencias creativas;Empresa;software_de_3d;INNOVADOR;#b7b7af
96;RM;Experiencias creativas;Empresa;software_especializado;INNOVADOR;#96a5c3
98;RM;Experiencias creativas;Profesional indep.;creacion_de_entornos_virtuales;INNOVADOR;#62cca5
98;RM;Experiencias creativas;Profesional indep.;sonido_inmersivo;INNOVADOR;#070708
98;RM;Experiencias creativas;Profesional indep.;vfx_visual_effects;INNOVADOR;#546c74
99;RM;Bienes creativos;Empresa;creacion_de_entornos_virtuales;INNOVADOR;#62cca5
99;RM;Bienes creativos;Empresa;inteligencia_artificial_ia;INNOVADOR;#9a7cbb
99;RM;Bienes creativos;Empresa;mocap_motion_capture;INNOVADOR;#737daa
99;RM;Bienes creativos;Empresa;realidad_aumentada_ar;EARLY ADOPTER;#e4e2d4
99;RM;Bienes creativos;Empresa;realidad_virtual_vr;EARLY ADOPTER;#544c7c
99;RM;Bienes creativos;Empresa;software_de_3d;INNOVADOR;#b7b7af
99;RM;Bienes creativos;Empresa;sonido_inmersivo;EARLY ADOPTER;#070708
99;RM;Bienes creativos;Empresa;vfx_visual_effects;EARLY ADOPTER;#546c74
100;RM;Experiencias creativas;Empresa;inteligencia_artificial_ia;EARLY ADOPTER;#9a7cbb
100;RM;Experiencias creativas;Empresa;software_especializado;EARLY ADOPTER;#96a5c3
100;RM;Experiencias creativas;Empresa;vfx_visual_effects;EARLY ADOPTER;#546c74
101;RM;Servicios creativos;Empresa;creacion_de_entornos_virtuales;INNOVADOR;#62cca5
101;RM;Servicios creativos;Empresa;Otros;INNOVADOR;#a5a29a
101;RM;Servicios creativos;Empresa;inteligencia_artificial_ia;INNOVADOR;#9a7cbb
101;RM;Servicios creativos;Empresa;realidad_aumentada_ar;INNOVADOR;#e4e2d4
101;RM;Servicios creativos;Empresa;realidad_virtual_vr;INNOVADOR;#544c7c
101;RM;Servicios creativos;Empresa;Otros;INNOVADOR;#a5a29a
101;RM;Servicios creativos;Empresa;software_de_3d;INNOVADOR;#b7b7af
101;RM;Servicios creativos;Empresa;sonido_inmersivo;INNOVADOR;#070708
102;RM;Experiencias creativas;Empresa;realidad_aumentada_ar;INNOVADOR;#e4e2d4
102;RM;Experiencias creativas;Empresa;realidad_virtual_vr;INNOVADOR;#544c7c
105;RM;Experiencias creativas;Empresa;creacion_de_entornos_virtuales;INNOVADOR;#62cca5
105;RM;Experiencias creativas;Empresa;impresion_3d;INNOVADOR;#705abb
105;RM;Experiencias creativas;Empresa;inteligencia_artificial_ia;LENTO ADOPTANTE;#9a7cbb
105;RM;Experiencias creativas;Empresa;mocap_motion_capture;LENTO ADOPTANTE;#737daa
105;RM;Experiencias creativas;Empresa;Otros;EARLY ADOPTER;#a5a29a
105;RM;Experiencias creativas;Empresa;realidad_aumentada_ar;INNOVADOR;#e4e2d4
105;RM;Experiencias creativas;Empresa;realidad_virtual_vr;INNOVADOR;#544c7c
105;RM;Experiencias creativas;Empresa;Otros;LENTO ADOPTANTE;#a5a29a
105;RM;Experiencias creativas;Empresa;software_de_3d;INNOVADOR;#b7b7af
105;RM;Experiencias creativas;Empresa;software_especializado;INNOVADOR;#96a5c3
105;RM;Experiencias creativas;Empresa;vfx_visual_effects;EARLY ADOPTER;#546c74
105;RM;Experiencias creativas;Empresa;Otros;EARLY ADOPTER;#a5a29a
106;RM;Bienes creativos;Empresa;creacion_de_entornos_virtuales;EARLY ADOPTER;#62cca5
106;RM;Bienes creativos;Empresa;impresion_3d;INNOVADOR;#705abb
106;RM;Bienes creativos;Empresa;inteligencia_artificial_ia;LENTO ADOPTANTE;#9a7cbb
106;RM;Bienes creativos;Empresa;realidad_aumentada_ar;LENTO ADOPTANTE;#e4e2d4
106;RM;Bienes creativos;Empresa;realidad_virtual_vr;INNOVADOR;#544c7c
106;RM;Bienes creativos;Empresa;software_de_3d;INNOVADOR;#b7b7af
106;RM;Bienes creativos;Empresa;software_especializado;INNOVADOR;#96a5c3
107;RM;Servicios creativos;Empresa;creacion_de_entornos_virtuales;INNOVADOR;#62cca5
107;RM;Servicios creativos;Empresa;realidad_virtual_vr;INNOVADOR;#544c7c
107;RM;Servicios creativos;Empresa;sonido_inmersivo;INNOVADOR;#070708
109;RM;Servicios creativos;Empresa;vfx_visual_effects;INNOVADOR;#546c74
110;RM;Experiencias creativas;Empresa;creacion_de_entornos_virtuales;INNOVADOR;#62cca5
110;RM;Experiencias creativas;Empresa;realidad_virtual_vr;INNOVADOR;#544c7c
110;RM;Experiencias creativas;Empresa;software_de_3d;INNOVADOR;#b7b7af
110;RM;Experiencias creativas;Empresa;software_especializado;INNOVADOR;#96a5c3
110;RM;Experiencias creativas;Empresa;Otros;INNOVADOR;#a5a29a
112;RM;Servicios creativos;Empresa;Otros;INNOVADOR;#a5a29a
119;RM;Servicios creativos;Empresa;inteligencia_artificial_ia;INNOVADOR;#9a7cbb
124;RM;Experiencias creativas;Profesional indep.;impresion_3d;LENTO ADOPTANTE;#705abb
124;RM;Experiencias creativas;Profesional indep.;inteligencia_artificial_ia;EARLY ADOPTER;#9a7cbb
124;RM;Experiencias creativas;Profesional indep.;realidad_aumentada_ar;LENTO ADOPTANTE;#e4e2d4
124;RM;Experiencias creativas;Profesional indep.;realidad_virtual_vr;EARLY ADOPTER;#544c7c
124;RM;Experiencias creativas;Profesional indep.;software_especializado;LENTO ADOPTANTE;#96a5c3
124;RM;Experiencias creativas;Profesional indep.;Otros;INNOVADOR;#a5a29a
125;RM;Servicios creativos;Empresa;inteligencia_artificial_ia;EARLY ADOPTER;#9a7cbb
125;RM;Servicios creativos;Empresa;Otros;LENTO ADOPTANTE;#a5a29a
125;RM;Servicios creativos;Empresa;sonido_inmersivo;INNOVADOR;#070708
125;RM;Servicios creativos;Empresa;vfx_visual_effects;INNOVADOR;#546c74
127;RM;Experiencias creativas;Empresa;mocap_motion_capture;EARLY ADOPTER;#737daa
127;RM;Experiencias creativas;Empresa;software_de_3d;EARLY ADOPTER;#b7b7af
127;RM;Experiencias creativas;Empresa;software_especializado;EARLY ADOPTER;#96a5c3
127;RM;Experiencias creativas;Empresa;sonido_inmersivo;EARLY ADOPTER;#070708
128;RM;Contenidos creativos;Empresa;inteligencia_artificial_ia;EARLY ADOPTER;#9a7cbb
130;RM;Contenidos creativos;Profesional indep.;creacion_de_entornos_virtuales;INNOVADOR;#62cca5
130;RM;Contenidos creativos;Profesional indep.;realidad_virtual_vr;INNOVADOR;#544c7c
130;RM;Contenidos creativos;Profesional indep.;software_especializado;INNOVADOR;#96a5c3
132;RM;Bienes creativos;Empresa;creacion_de_entornos_virtuales;LENTO ADOPTANTE;#62cca5
132;RM;Bienes creativos;Empresa;Otros;EARLY ADOPTER;#a5a29a
132;RM;Bienes creativos;Empresa;Otros;INNOVADOR;#a5a29a
132;RM;Bienes creativos;Empresa;realidad_aumentada_ar;EARLY ADOPTER;#e4e2d4
132;RM;Bienes creativos;Empresa;software_de_3d;INNOVADOR;#b7b7af
132;RM;Bienes creativos;Empresa;vfx_visual_effects;EARLY ADOPTER;#546c74
133;RM;Servicios creativos;Empresa;creacion_de_entornos_virtuales;INNOVADOR;#62cca5
133;RM;Servicios creativos;Empresa;impresion_3d;INNOVADOR;#705abb
133;RM;Servicios creativos;Empresa;inteligencia_artificial_ia;EARLY ADOPTER;#9a7cbb
133;RM;Servicios creativos;Empresa;mocap_motion_capture;INNOVADOR;#737daa
133;RM;Servicios creativos;Empresa;Otros;LENTO ADOPTANTE;#a5a29a
133;RM;Servicios creativos;Empresa;realidad_aumentada_ar;INNOVADOR;#e4e2d4
133;RM;Servicios creativos;Empresa;realidad_virtual_vr;INNOVADOR;#544c7c
133;RM;Servicios creativos;Empresa;software_de_3d;INNOVADOR;#b7b7af
136;RM;Contenidos creativos;Empresa;inteligencia_artificial_ia;EARLY ADOPTER;#9a7cbb
136;RM;Contenidos creativos;Empresa;mocap_motion_capture;EARLY ADOPTER;#737daa
136;RM;Contenidos creativos;Empresa;realidad_aumentada_ar;EARLY ADOPTER;#e4e2d4
136;RM;Contenidos creativos;Empresa;realidad_virtual_vr;EARLY ADOPTER;#544c7c
136;RM;Contenidos creativos;Empresa;software_de_3d;EARLY ADOPTER;#b7b7af
136;RM;Contenidos creativos;Empresa;software_especializado;EARLY ADOPTER;#96a5c3
139;RM;Contenidos creativos;Profesional indep.;creacion_de_entornos_virtuales;INNOVADOR;#62cca5
139;RM;Contenidos creativos;Profesional indep.;inteligencia_artificial_ia;EARLY ADOPTER;#9a7cbb
139;RM;Contenidos creativos;Profesional indep.;Otros;INNOVADOR;#a5a29a
139;RM;Contenidos creativos;Profesional indep.;software_especializado;INNOVADOR;#96a5c3
67;O'Higgins;Bienes creativos;Empresa;inteligencia_artificial_ia;INNOVADOR;#9a7cbb
67;O'Higgins;Bienes creativos;Empresa;mocap_motion_capture;EARLY ADOPTER;#737daa
67;O'Higgins;Bienes creativos;Empresa;Otros;INNOVADOR;#a5a29a
67;O'Higgins;Bienes creativos;Empresa;realidad_aumentada_ar;EARLY ADOPTER;#e4e2d4
67;O'Higgins;Bienes creativos;Empresa;realidad_virtual_vr;EARLY ADOPTER;#544c7c
67;O'Higgins;Bienes creativos;Empresa;software_de_3d;INNOVADOR;#b7b7af
67;O'Higgins;Bienes creativos;Empresa;software_especializado;INNOVADOR;#96a5c3
67;O'Higgins;Bienes creativos;Empresa;sonido_inmersivo;EARLY ADOPTER;#070708
67;O'Higgins;Bienes creativos;Empresa;vfx_visual_effects;EARLY ADOPTER;#546c74
67;O'Higgins;Bienes creativos;Empresa;Otros;EARLY ADOPTER;#a5a29a
43;Maule;Contenidos creativos;Empresa;inteligencia_artificial_ia;LENTO ADOPTANTE;#9a7cbb
43;Maule;Contenidos creativos;Empresa;software_especializado;LENTO ADOPTANTE;#96a5c3
70;Maule;Experiencias creativas;Empresa;sonido_inmersivo;INNOVADOR;#070708
70;Maule;Experiencias creativas;Empresa;vfx_visual_effects;LENTO ADOPTANTE;#546c74
6;Bío-Bío;Contenidos creativos;Empresa;creacion_de_entornos_virtuales;INNOVADOR;#62cca5
6;Bío-Bío;Contenidos creativos;Empresa;realidad_aumentada_ar;EARLY ADOPTER;#e4e2d4
6;Bío-Bío;Contenidos creativos;Empresa;realidad_virtual_vr;INNOVADOR;#544c7c
6;Bío-Bío;Contenidos creativos;Empresa;software_de_3d;INNOVADOR;#b7b7af
6;Bío-Bío;Contenidos creativos;Empresa;sonido_inmersivo;LENTO ADOPTANTE;#070708
6;Bío-Bío;Contenidos creativos;Empresa;vfx_visual_effects;EARLY ADOPTER;#546c74
41;Bío-Bío;Experiencias creativas;Profesional indep.;software_especializado;LENTO ADOPTANTE;#96a5c3
61;Bío-Bío;Servicios creativos;Empresa;creacion_de_entornos_virtuales;INNOVADOR;#62cca5
61;Bío-Bío;Servicios creativos;Empresa;Otros;EARLY ADOPTER;#a5a29a
61;Bío-Bío;Servicios creativos;Empresa;realidad_aumentada_ar;INNOVADOR;#e4e2d4
61;Bío-Bío;Servicios creativos;Empresa;realidad_virtual_vr;INNOVADOR;#544c7c
61;Bío-Bío;Servicios creativos;Empresa;software_de_3d;INNOVADOR;#b7b7af
61;Bío-Bío;Servicios creativos;Empresa;vfx_visual_effects;EARLY ADOPTER;#546c74
108;Bío-Bío;Contenidos creativos;Profesional indep.;creacion_de_entornos_virtuales;INNOVADOR;#62cca5
108;Bío-Bío;Contenidos creativos;Profesional indep.;realidad_aumentada_ar;EARLY ADOPTER;#e4e2d4
111;Bío-Bío;Bienes creativos;Empresa;creacion_de_entornos_virtuales;EARLY ADOPTER;#62cca5
111;Bío-Bío;Bienes creativos;Empresa;inteligencia_artificial_ia;EARLY ADOPTER;#9a7cbb
111;Bío-Bío;Bienes creativos;Empresa;software_especializado;EARLY ADOPTER;#96a5c3
115;Bío-Bío;Servicios creativos;Empresa;inteligencia_artificial_ia;LENTO ADOPTANTE;#9a7cbb
115;Bío-Bío;Servicios creativos;Empresa;software_especializado;EARLY ADOPTER;#96a5c3
118;Bío-Bío;Bienes creativos;Empresa;software_de_3d;LENTO ADOPTANTE;#b7b7af
118;Bío-Bío;Bienes creativos;Empresa;software_especializado;LENTO ADOPTANTE;#96a5c3
137;Bío-Bío;Bienes creativos;Empresa;creacion_de_entornos_virtuales;INNOVADOR;#62cca5
137;Bío-Bío;Bienes creativos;Empresa;inteligencia_artificial_ia;EARLY ADOPTER;#9a7cbb
137;Bío-Bío;Bienes creativos;Empresa;Otros;EARLY ADOPTER;#a5a29a
137;Bío-Bío;Bienes creativos;Empresa;realidad_virtual_vr;EARLY ADOPTER;#544c7c
137;Bío-Bío;Bienes creativos;Empresa;Otros;EARLY ADOPTER;#a5a29a
137;Bío-Bío;Bienes creativos;Empresa;software_especializado;INNOVADOR;#96a5c3
137;Bío-Bío;Bienes creativos;Empresa;vfx_visual_effects;EARLY ADOPTER;#546c74
27;La Araucanía;Contenidos creativos;Profesional indep.;inteligencia_artificial_ia;LENTO ADOPTANTE;#9a7cbb
27;La Araucanía;Contenidos creativos;Profesional indep.;software_especializado;LENTO ADOPTANTE;#96a5c3
37;La Araucanía;Experiencias creativas;Empresa;creacion_de_entornos_virtuales;EARLY ADOPTER;#62cca5
37;La Araucanía;Experiencias creativas;Empresa;inteligencia_artificial_ia;EARLY ADOPTER;#9a7cbb
37;La Araucanía;Experiencias creativas;Empresa;mocap_motion_capture;EARLY ADOPTER;#737daa
37;La Araucanía;Experiencias creativas;Empresa;realidad_aumentada_ar;EARLY ADOPTER;#e4e2d4
37;La Araucanía;Experiencias creativas;Empresa;realidad_virtual_vr;EARLY ADOPTER;#544c7c
37;La Araucanía;Experiencias creativas;Empresa;software_de_3d;EARLY ADOPTER;#b7b7af
37;La Araucanía;Experiencias creativas;Empresa;sonido_inmersivo;EARLY ADOPTER;#070708
40;La Araucanía;Contenidos creativos;Profesional indep.;creacion_de_entornos_virtuales;LENTO ADOPTANTE;#62cca5
40;La Araucanía;Contenidos creativos;Profesional indep.;realidad_virtual_vr;LENTO ADOPTANTE;#544c7c
40;La Araucanía;Contenidos creativos;Profesional indep.;software_especializado;LENTO ADOPTANTE;#96a5c3
40;La Araucanía;Contenidos creativos;Profesional indep.;sonido_inmersivo;INNOVADOR;#070708
44;La Araucanía;Contenidos creativos;Profesional indep.;creacion_de_entornos_virtuales;EARLY ADOPTER;#62cca5
44;La Araucanía;Contenidos creativos;Profesional indep.;inteligencia_artificial_ia;EARLY ADOPTER;#9a7cbb
44;La Araucanía;Contenidos creativos;Profesional indep.;software_especializado;EARLY ADOPTER;#96a5c3
66;La Araucanía;Bienes creativos;Empresa;Otros;INNOVADOR;#a5a29a
66;La Araucanía;Bienes creativos;Empresa;impresion_3d;INNOVADOR;#705abb
66;La Araucanía;Bienes creativos;Empresa;inteligencia_artificial_ia;EARLY ADOPTER;#9a7cbb
66;La Araucanía;Bienes creativos;Empresa;software_de_3d;INNOVADOR;#b7b7af
81;La Araucanía;Bienes creativos;Profesional indep.;impresion_3d;INNOVADOR;#705abb
116;La Araucanía;Servicios creativos;Profesional indep.;inteligencia_artificial_ia;EARLY ADOPTER;#9a7cbb
121;La Araucanía;Experiencias creativas;Profesional indep.;inteligencia_artificial_ia;EARLY ADOPTER;#9a7cbb
121;La Araucanía;Experiencias creativas;Profesional indep.;realidad_virtual_vr;LENTO ADOPTANTE;#544c7c
39;Los Ríos;Experiencias creativas;Empresa;creacion_de_entornos_virtuales;EARLY ADOPTER;#62cca5
39;Los Ríos;Experiencias creativas;Empresa;inteligencia_artificial_ia;EARLY ADOPTER;#9a7cbb
39;Los Ríos;Experiencias creativas;Empresa;software_de_3d;EARLY ADOPTER;#b7b7af
39;Los Ríos;Experiencias creativas;Empresa;software_especializado;INNOVADOR;#96a5c3
39;Los Ríos;Experiencias creativas;Empresa;sonido_inmersivo;EARLY ADOPTER;#070708
75;Los Ríos;Bienes creativos;Empresa;impresion_3d;EARLY ADOPTER;#705abb
75;Los Ríos;Bienes creativos;Empresa;software_de_3d;LENTO ADOPTANTE;#b7b7af
75;Los Ríos;Bienes creativos;Empresa;software_especializado;LENTO ADOPTANTE;#96a5c3
82;Los Ríos;Bienes creativos;Empresa;impresion_3d;LENTO ADOPTANTE;#705abb
82;Los Ríos;Bienes creativos;Empresa;software_de_3d;EARLY ADOPTER;#b7b7af
82;Los Ríos;Bienes creativos;Empresa;software_especializado;EARLY ADOPTER;#96a5c3
134;Los Lagos;Experiencias creativas;Empresa;Otros;INNOVADOR;#a5a29a
134;Los Lagos;Experiencias creativas;Empresa;inteligencia_artificial_ia;INNOVADOR;#9a7cbb
134;Los Lagos;Experiencias creativas;Empresa;software_de_3d;INNOVADOR;#b7b7af
134;Los Lagos;Experiencias creativas;Empresa;software_especializado;INNOVADOR;#96a5c3
134;Los Lagos;Experiencias creativas;Empresa;sonido_inmersivo;INNOVADOR;#070708
134;Los Lagos;Experiencias creativas;Empresa;vfx_visual_effects;INNOVADOR;#546c74
4;Aysén;Bienes creativos;Empresa;impresion_3d;EARLY ADOPTER;#705abb
4;Aysén;Bienes creativos;Empresa;software_de_3d;LENTO ADOPTANTE;#b7b7af
4;Aysén;Bienes creativos;Empresa;software_especializado;LENTO ADOPTANTE;#96a5c3
51;Aysén;Bienes creativos;Empresa;software_especializado;LENTO ADOPTANTE;#96a5c3
51;Aysén;Bienes creativos;Empresa;Otros;INNOVADOR;#a5a29a
95;Aysén;Servicios creativos;Empresa;impresion_3d;LENTO ADOPTANTE;#705abb
95;Aysén;Servicios creativos;Empresa;realidad_aumentada_ar;EARLY ADOPTER;#e4e2d4
95;Aysén;Servicios creativos;Empresa;Otros;EARLY ADOPTER;#a5a29a
95;Aysén;Servicios creativos;Empresa;software_de_3d;EARLY ADOPTER;#b7b7af
123;Aysén;Bienes creativos;Empresa;creacion_de_entornos_virtuales;INNOVADOR;#62cca5
123;Aysén;Bienes creativos;Empresa;inteligencia_artificial_ia;EARLY ADOPTER;#9a7cbb
123;Aysén;Bienes creativos;Empresa;software_de_3d;INNOVADOR;#b7b7af
123;Aysén;Bienes creativos;Empresa;software_especializado;INNOVADOR;#96a5c3
10;Magallanes;Contenidos creativos;Empresa;inteligencia_artificial_ia;INNOVADOR;#9a7cbb
10;Magallanes;Contenidos creativos;Empresa;software_especializado;INNOVADOR;#96a5c3
59;Magallanes;Servicios creativos;Empresa;impresion_3d;EARLY ADOPTER;#705abb
59;Magallanes;Servicios creativos;Empresa;inteligencia_artificial_ia;INNOVADOR;#9a7cbb
59;Magallanes;Servicios creativos;Empresa;Otros;INNOVADOR;#a5a29a
59;Magallanes;Servicios creativos;Empresa;software_especializado;INNOVADOR;#96a5c3
79;Magallanes;Bienes creativos;Empresa;impresion_3d;INNOVADOR;#705abb
79;Magallanes;Bienes creativos;Empresa;inteligencia_artificial_ia;INNOVADOR;#9a7cbb
91;Magallanes;Bienes creativos;Empresa;creacion_de_entornos_virtuales;INNOVADOR;#62cca5
91;Magallanes;Bienes creativos;Empresa;inteligencia_artificial_ia;INNOVADOR;#9a7cbb
91;Magallanes;Bienes creativos;Empresa;Otros;EARLY ADOPTER;#a5a29a
91;Magallanes;Bienes creativos;Empresa;realidad_virtual_vr;INNOVADOR;#544c7c
9;Extranjero;Servicios creativos;Profesional indep.;software_de_3d;LENTO ADOPTANTE;#b7b7af
9;Extranjero;Servicios creativos;Profesional indep.;software_especializado;INNOVADOR;#96a5c3
31;Extranjero;Experiencias creativas;Profesional indep.;sonido_inmersivo;EARLY ADOPTER;#070708
31;Extranjero;Experiencias creativas;Profesional indep.;vfx_visual_effects;EARLY ADOPTER;#546c74
57;Extranjero;Contenidos creativos;Profesional indep.;inteligencia_artificial_ia;INNOVADOR;#9a7cbb
57;Extranjero;Contenidos creativos;Profesional indep.;Otros;INNOVADOR;#a5a29a
